,titulo,precio,nRecamaras,m2_construidos,ubicacion,link,imagen
1599,CASA EN VENTA SAN JERONIMO,"$ 9,750,000",3,384,"Colinas de San Jeronimo, Monterrey",https://www.lamudi.com.mx/casa-en-venta-san-jeronimo-43.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/63d911061a46b6.jpg
1600,Casas en Venta en Rincon de Valle Alto,"$ 19,900,000",3,593,"Valle Alto, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-rincon-de-valle-alto-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/97bde2ce6eda42.jpg
1601,"CASA PRE-VENTA, AIRES DEL VERGEL, CARRETERA NACIONAL","$ 8,200,000",3,390,"El Uro, Monterrey",https://www.lamudi.com.mx/casa-pre-venta-aires-del-vergel-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0550d3dc3ef0f1.jpg
1602,Col. Laderas Residencial -CARRETERA NACIONAL- Casa en Venta Monterrey Zona Sur,"$ 9,000,000",4,385,"Monterrey Centro, Monterrey",https://www.lamudi.com.mx/col-laderas-residencial-carretera-nacional-casa-en-venta-monterrey-zona-sur-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d55be944df64d9.jpg
1603,Venta Residencia en Villa del Rio,"$ 5,390,000",4,289,"Villa Del Rio, Monterrey",https://www.lamudi.com.mx/venta-residencia-en-villa-del-rio.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/472092631cf9a2.jpg
1604,Casa en venta Valle de cristal. Carretera Nacional.,"$ 6,490,000",3,327,"Valle de Cristal, Monterrey",https://www.lamudi.com.mx/casa-en-venta-valle-de-cristal-carretera-nacional-15.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bcc5d305794775.jpg
1605,Casas en Venta en Valle de Cristal,"$ 7,450,000",3,444,"Valle de Cristal, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-valle-de-cristal-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8ac4677acfbb00.jpg
1606,Casas en Venta en Lomas del Vergel,"$ 5,050,000",3,254,"Lomas del Vergel, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-lomas-del-vergel-18.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/fb4439871a1f04.jpg
1607,CASA EN VENTA EN SAN JERONIMO,"$ 5,400,000",3,228,"Colinas de San Jeronimo, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-san-jeronimo-93.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b26e0728e95dfb.jpg
1608,Casa - Monterrey,"$ 17,000,000",4,1260,"Monterrey Centro, Monterrey",https://www.lamudi.com.mx/casa-monterrey-124.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f94b1dc74cf1f1.jpg
1609,Casa en venta en Valle Alto en Monterrey,"$ 13,950,000",3,512,"Valle Alto, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-valle-alto-en-monterrey-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e1077641cdd747.jpg
1611,CASA EN VENTA COLONIA LAS TORRES EXCELENTE UBICACION AL SUR DE LA CIUDAD ZONA DE ALTA...,"$ 6,750,000",4,396,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-colonia-las-torres-excelente-ubicacion-al-sur-de-la-ciudad-zona-de-alta-plusvalia.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f2f7540b433e6b.jpg
1613,Casa en Venta en Sierra Alta,"$ 22,900,000",5,850,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-sierra-alta-69.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c2936863730726.jpg
1614,RESIDENCIA VALLE ALTO,"$ 10,000,000",4,530,"Valle Alto, Monterrey",https://www.lamudi.com.mx/residencia-valle-alto.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7297f0be1a7a0a.jpg
1615,Casa GRANADAS,"$ 6,150,000",3,363,"Granadas de Laderas, Monterrey",https://www.lamudi.com.mx/casa-granadas.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/70f2e14af9edc7.jpg
1617,"Venta de Casa en Cumbres de Santa Clara, Monterrey N.L.","$ 3,500,000",3,188,"Cumbres de Santa Clara, Monterrey",https://www.lamudi.com.mx/venta-de-casa-en-cumbres-de-santa-clara-monterrey-n-l.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f907e7461469d0.jpg
1618,"LOMA BONITA, CARRETERA NACIONAL CASA EN  VENTA.","$ 7,900,000",3,454,"Loma Bonita, Monterrey",https://www.lamudi.com.mx/loma-bonita-carretera-nacional-casa-en-venta.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5aa3f93be09dd9.jpg
1619,Casa en venta Cumbres Elite al Poniente de Monterrey,"$ 4,600,000",3,275,"Cumbres Elite Sector Villas, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-elite-al-poniente-de-monterrey-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f43c5daea4875a.jpg
1620,"Casa en Venta NUEVA en Del Paseo Residencial, Monterrey NL","$ 5,650,000",3,186,"Del Paseo Residencial, Monterrey",https://www.lamudi.com.mx/casa-en-venta-nueva-en-del-paseo-residencial-monterrey-nl.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cc9239d796de0d.jpg
1621,CASA EN VENTA SIERRA ALTA ZONA CARRETERA NACIONAL MONTERREY,"$ 27,900,000",4,1300,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-zona-carretera-nacional-monterrey-50.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f74ba570d676f0.jpg
1623,"CASA EN VENTA LA TOSCANA CARR NACIONAL MONTERREY NL $8,360,000","$ 8,360,000",4,439,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-en-venta-la-toscana-carr-nacional-monterrey-nl-8-360-000-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2934324e73e3f6.jpg
1624,Casa a la  venta Fraccionamiento Privado Cumbres,"$ 2,130,000",3,160,"Monterrey Centro, Monterrey",https://www.lamudi.com.mx/casa-a-la-venta-fraccionamiento-privado-cumbres.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bbb0b88f376970.jpg
1625,Proyecto de casa en PRIVADA cerca de Sonoma,"$ 8,000,000",4,335,"Privada Fundadores, Monterrey",https://www.lamudi.com.mx/proyecto-de-casa-en-privada-cerca-de-sonoma.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/51c6788318829f.jpg
1626,CASA EN VENTA EN CORTIJO DEL RIO,"$ 3,300,000",3,280,"Cortijo Del Rio, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cortijo-del-rio-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2cc2dda6878252.jpg
1629,"Casa Venta Lomas del Vergel Carretera Nacional en Monterrey, Estrena Casa!!","$ 5,350,000",3,310,"Lomas del Vergel, Monterrey",https://www.lamudi.com.mx/casa-venta-lomas-del-vergel-carretera-nacional-en-monterrey-estrena-casa.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4b887ea01fad76.jpg
1630,CASA EN VENTA LOMA BONITA ZONA CARRETERA NACIONAL MONTERREY,"$ 8,750,000",3,375,"Loma Bonita, Monterrey",https://www.lamudi.com.mx/casa-en-venta-loma-bonita-zona-carretera-nacional-monterrey-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d0a0439b2ef05c.jpg
1632,Casa en Venta en la colonia Asarco Monterrey N.L.,"$ 1,850,000",3,240,"Asarco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-la-colonia-asarco-monterrey-n-l.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6706911b01d3d2.jpg
1633,CASA    EN VENTA    CUMBRES ELITE,"$ 4,200,000",3,280,"Cumbres Elite Sector Villas, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-elite-36.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9b03f299aa7991.jpg
1634,CASA EN VENTA EN LA HERRADURA,"$ 34,500,000",4,986,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-la-herradura-150.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/38baa5453822e4.jpg
1635,"CASA EN VENTA, THESSALIA RESIDENCIAL EN CARRETERA NACIONAL","$ 5,600,000",3,300,Monterrey,https://www.lamudi.com.mx/casa-en-venta-thessalia-residencial-en-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c68815e5c0e0b5.jpg
1636,Hermosa residencial en Lomas del Vergel,"$ 5,350,000",3,309,"Monterrey Centro, Monterrey",https://www.lamudi.com.mx/hermosa-residencial-en-lomas-del-vergel-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d8eac159ff6e32.jpg
1637,CASA EN VENTA DE UNA PLANTA EN ZONA TEC EN MONTERREY NUEVO LEON,"$ 2,450,000",3,97,"Florida, Monterrey",https://www.lamudi.com.mx/casa-en-venta-de-una-planta-en-zona-tec-en-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5f2e52e8966580.jpg
1638,"Casa en Venta en Fracc. Rincon del Vergel, Zona la Rioja (Carretera Nacional)( VAV)","$ 5,050,000",3,274,"Paseo del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-fracc-rincon-del-vergel-zona-la-rioja-carretera-nacional-vav.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b4e32bfe5bf8ce.jpg
1639,Casa - Valles de Cristal,"$ 6,950,000",3,320,"Valle de Cristal, Monterrey",https://www.lamudi.com.mx/casa-valles-de-cristal-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5f4219322e64e9.jpg
1641,Casas en Venta en Las Cumbres,"$ 8,000,000",3,375,"Monterrey Centro, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-las-cumbres-59.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/eaab0bba23eb46.jpg
1642,Casas en Venta en Mirador Residencial,"$ 6,300,000",7,337,"Mirador, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-mirador-residencial.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4f14273fd3e3b1.jpg
1643,"CASA EN VENTA JARDIN ESPANOL CERCA ZONA TEC, MONTERREY","$ 3,150,000",4,239,"Jardin Espanol, Monterrey",https://www.lamudi.com.mx/casa-en-venta-jardin-espanol-cerca-zona-tec-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d444ae8332870a.jpg
1644,CASA EN VENTA EN BOSQUES DE VISTANCIAS - FRACC. PRIVADO - ZONA SUR Y CARRETERA NACION...,"$ 6,180,000",3,315,"Vistancia, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-bosques-de-vistancias-fracc-privado-zona-sur-y-carretera-nacional-ljgc-aah-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3741a29fe26ccf.jpg
1645,CASA EN VENTA PEDREGAL LA SILLA,"$ 4,600,000",3,320,"Pedregal La Silla, Monterrey",https://www.lamudi.com.mx/casa-en-venta-pedregal-la-silla-24.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3fc5a1883a9241.jpg
1646,Casa - Alvaro Obregon,"$ 2,700,000",4,380,"Alvaro Obregon, Monterrey",https://www.lamudi.com.mx/casa-alvaro-obregon-26.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2298f96cda8c7a.jpg
1647,Casa En Venta en Colinas de San Jeronimo,"$ 7,200,000",3,280,"Colinas de San Jeronimo, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-colinas-de-san-jeronimo-57.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6e369a7a6ec448.jpg
1648,Casa en Venta RID10708,"$ 23,500,000",4,750,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-rid10708.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1f309cf5bd2d4a.jpg
1649,Casas en Venta en San Jeronimo,"$ 6,200,000",3,258,"San Jeronimo, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-san-jeronimo-6.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5b279622da8475.jpg
1650,Casas en Venta en Cumbres Providencia,"$ 2,650,000",3,196,"Cumbres Providencia, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-cumbres-providencia-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a5300e41f7bd05.jpg
1653,CASA VENTA  EN TORRES LAS BRISAS    MAO,"$ 3,000,000",3,180,"Las Brisas, Monterrey",https://www.lamudi.com.mx/casa-venta-en-torres-las-brisas-mao.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/eff740eb7a45db.jpg
1654,Casa - El Uro,"$ 8,450,000",3,404,"El Uro, Monterrey",https://www.lamudi.com.mx/casa-el-uro-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/eae7baec5f7929.jpg
1655,Casa en Venta cerca de Cumbres Elite,"$ 2,990,000",5,258,"Cumbres Elite, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cerca-de-cumbres-elite.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/843b11ea9338ef.jpg
1656,CASA EN VENTA CARRETERA NACIONAL POR LA TOSCANA,"$ 10,500,000",3,450,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-en-venta-carretera-nacional-por-la-toscana.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/56eeacad1e0e6b.jpg
1657,CASA EN VENTA EN LOMAS DEL VERGEL,"$ 5,300,000",3,273,"Lomas del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-lomas-del-vergel-50.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a68a88619230fc.jpg
1658,Casa en Venta Sierra Alta 9 sector zona sur carretera nacional Monterrey NL,"$ 12,750,000",3,427,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-sierra-alta-9-sector-zona-sur-carretera-nacional-monterrey-nl.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f81d44d0e7aaaa.jpg
1659,"Casa Frente a Parque, Super equipada,  Carolco Residencial 1er Sector.","$ 9,250,000",3,400,"Carolco, Monterrey",https://www.lamudi.com.mx/casa-frente-a-parque-super-equipada-carolco-residencial-1er-sector.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/76ca19aafdb8bb.jpg
1660,Casa en venta Ciudad Satelite,"$ 6,225,000",3,290,"Ciudad Satelite, Monterrey",https://www.lamudi.com.mx/casa-en-venta-ciudad-satelite-32.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b43f5b280a1147.jpg
1661,Casas en Venta en Vista Hermosa,"$ 21,000,000",3,800,"Vista Hermosa, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-vista-hermosa-37.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/db3d71cfea4813.jpg
1662,"Casa en Cumbres San Agustin, Monterrey","$ 3,250,000",3,264,"Cumbres San Agustin, Monterrey",https://www.lamudi.com.mx/casa-en-cumbres-san-agustin-monterrey-20.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3accd905b776dd.jpg
1663,"CASA EN VENTA EN SAN JERONIMO, MONTERREY","$ 5,550,000",3,184,"San Jeronimo, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-san-jeronimo-monterrey-10.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c6934802eaf53d.jpg
1664,CASA EN VENTA ZONA VALLE ALTO NUEVA,"$ 16,500,000",3,785,"San Michelle, Monterrey",https://www.lamudi.com.mx/casa-en-venta-zona-valle-alto-nueva.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/885a5406d34c7c.jpg
1665,"Casa en Venta Santa Isabel $7,570,000","$ 7,570,000",3,392,"Monterrey Centro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-santa-isabel-7-570-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a870946e102329.jpg
1666,CASA EN VENTA zona SUR - TEC - ALTAVISTA,"$ 2,290,000",3,129,"Balcones de Altavista, Monterrey",https://www.lamudi.com.mx/casa-en-venta-zona-sur-tec-altavista.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a278b9f9c18b7a.jpg
1667,"Casa en Venta en Monterrey Carretera Nacional Sierra Alta, con un solo vecino!","$ 19,500,000",5,800,"Sierra Alta 1a Etapa, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-monterrey-carretera-nacional-sierra-alta-con-un-solo-vecino.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c6c899321bc64a.jpg
1668,"CASA EN VENTA FRACC EL REFUGIO CARR NACIONAL MONTERREY NL $8,900,000","$ 8,900,000",5,428,"El Refugio, Monterrey",https://www.lamudi.com.mx/casa-en-venta-fracc-el-refugio-carr-nacional-monterrey-nl-8-900-000-2.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ef5ea11c6f604a.jpg
1669,"Casa sola en Venta, en Vistancias 2 Sector, Monterrey","$ 8,800,000",5,459,"Vistancia, Monterrey",https://www.lamudi.com.mx/casa-sola-en-venta-en-vistancias-2-sector-monterrey-17.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/72603bb87b89a8.jpg
1670,Casa en Venta en Jardines de las Torres,"$ 4,200,000",3,215,"Jardin de las Torres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-jardines-de-las-torres.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1bdeebea1efd96.jpg
1671,CASA EN VENTA PUERTA DE HIERRO,"$ 3,100,000",3,182,"Puerta de Hierro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-puerta-de-hierro-26.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/59e57d93cb3c4c.jpg
1672,Casas en Venta Cumbres Elite Premier Privadas Alpes Y Everest,"$ 4,500,000",3,370,"Cumbres Elite, Monterrey",https://www.lamudi.com.mx/casas-en-venta-cumbres-elite-premier-privadas-alpes-y-everest.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/173c2d87d8f0e5.jpg
1673,Casa en Venta RID13780,"$ 4,600,000",3,276,"Cumbres Madeira, Monterrey",https://www.lamudi.com.mx/casa-en-venta-rid13780.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2e3b19ba56dd0e.jpg
1674,Casa en Venta en Cumbres Renacimiento Privada Monterrey Nuevo Leon,"$ 2,600,000",3,179,"Cumbres Renacimiento, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-cumbres-renacimiento-privada-monterrey-nuevo-leon.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2d441d7b058b24.jpg
1675,Casas en Venta en Bosques de Valle Alto,"$ 13,200,000",3,518,"Bosques de Valle Alto, Monterrey",https://www.lamudi.com.mx/casas-en-venta-en-bosques-de-valle-alto-17.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e171ee5b1d16c5.jpg
1677,CASA EN VENTA EN LAGOS DEL VERGEL ZONA CARRETERA NACIONAL,"$ 10,500,000",4,565,"Lagos del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-lagos-del-vergel-zona-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/92ae668bba79de.jpg
1678,"Casa en Venta, Monterrey, Nuevo Leon","$ 7,680,000",3,322,"Las Torres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-monterrey-nuevo-leon-326.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/00400365089191.jpg
1680,CASA EN VENTA BARRIO ANTIGUO PMF,"$ 5,000,000",3,125,"Centro, Monterrey",https://www.lamudi.com.mx/casa-en-venta-barrio-antiguo-pmf-1.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/65c123a63dcd8e.jpg
1681,PROYECTO EN VENTA COLINAS DEL VALLE,"$ 7,200,000",3,320,"Colinas Del Valle, Monterrey",https://www.lamudi.com.mx/proyecto-en-venta-colinas-del-valle.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f59835b9ae6931.jpg
1682,Casa en Venta Carretera Nacional,"$ 8,500,000",3,460,"Lagos del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-carretera-nacional-24.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/98e0949ffbb029.jpg
1683,Casa en venta Cumbres Elite en Monterrey,"$ 6,900,000",3,380,"Cumbres Elite, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-elite-en-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/898ef9faad9c0a.jpg
1684,Excelentes Propiedad en Centro de Monterrey,"$ 2,000,000",4,95,"Centro, Monterrey",https://www.lamudi.com.mx/excelentes-propiedad-en-centro-de-monterrey.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c8d3c34aa1afa5.jpg
1685,CASA EN VENTA BOSQUENCINOS ZONA CARRETERA NACIONAL,"$ 8,100,000",3,380,"Residencial Bosquencinos, Monterrey",https://www.lamudi.com.mx/casa-en-venta-bosquencinos-zona-carretera-nacional.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3c7c6771f463ed.jpg
1686,"Casa en Venta Catujanes $8,650,000","$ 8,650,000",3,365,"Catujanes, Monterrey",https://www.lamudi.com.mx/casa-en-venta-catujanes-8-650-000.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b8e38c4f4207b9.jpg
1687,"Casa en Venta, Monterrey, Nuevo Leon","$ 3,390,000",3,166,"Cumbres de Santa Clara, Monterrey",https://www.lamudi.com.mx/casa-en-venta-monterrey-nuevo-leon-465.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d67ddaed6dd016.jpg
1688,"CASA EN VENTA EN MONTERREY, NL. LA HERRADURA CLUB DE GOLF","$ 18,500,000",4,600,"Club de Golf La Herradura, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-monterrey-nl-la-herradura-club-de-golf.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/eba053a5bcb6b9.jpg
1689,Casa en venta Cumbres San Agustin 2do. Sector al Poniente de Monterrey,"$ 2,350,000",3,180,"Cumbres San Agustin, Monterrey",https://www.lamudi.com.mx/casa-en-venta-cumbres-san-agustin-2do-sector-al-poniente-de-monterrey-3.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3c5ca57ae16ac3.jpg
1690,Casa en venta colonia del carmen,"$ 7,200,000",3,280,"Del Carmen, Monterrey",https://www.lamudi.com.mx/casa-en-venta-colonia-del-carmen-4.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bffb5351b76efd.jpg
1691,"Casa en venta  Col. Espacio Cumbres, Monterrey, N.L.","$ 3,100,000",3,188,"Fraccionamiento Espacio Cumbres, Monterrey",https://www.lamudi.com.mx/casa-en-venta-col-espacio-cumbres-monterrey-n-l.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0a1ac770a8650f.jpg
1692,CASA EN VENTA COLINAS DE SAN JERONIMO,"$ 6,150,000",3,260,"Colinas de San Jeronimo, Monterrey",https://www.lamudi.com.mx/casa-en-venta-colinas-de-san-jeronimo-75.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/eecc8f83ab9854.jpg
1693,CASA EN PRE-VENTA PORTAL DEL HUAJUCO,"$ 28,600,000",4,960,"Portal Del Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-pre-venta-portal-del-huajuco.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e7fbe2ed9231b0.jpg
1694,Casa en Venta Fraccionamiento La Toscana -  Zona Carretera Nacional(VAV),"$ 10,600,000",3,420,"La Toscana, Monterrey",https://www.lamudi.com.mx/casa-en-venta-fraccionamiento-la-toscana-zona-carretera-nacional-vav.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/be09cc3cf309fa.jpg
1695,"CASA EN VENTA, COLINAS DEL VALLE","$ 8,200,000",3,350,"Colinas Del Valle, Monterrey",https://www.lamudi.com.mx/casa-en-venta-colinas-del-valle-52.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3650138c45a206.jpg
1696,Casa en Venta en Lagos del Vergel Zona Carr. Nacional (LJGC),"$ 8,500,000",3,349,"Lagos del Vergel, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-lagos-del-vergel-zona-carr-nacional-ljgc.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/060383e4d0de9d.jpg
1697,Casa en Venta Monterrey Colinas del Huajuco (30-CV-1612 SIL),"$ 4,350,000",3,179,"Colinas de Huajuco, Monterrey",https://www.lamudi.com.mx/casa-en-venta-monterrey-colinas-del-huajuco-30-cv-1612-sil.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ffe3f7cc137d14.jpg
1698,Casa en Venta en Prados de la Silla,"$ 5,500,000",3,360,"Prados de La Silla, Monterrey",https://www.lamudi.com.mx/casa-en-venta-en-prados-de-la-silla-4.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/aa5215c391ee00.jpg
1700,Casa en Venta Villas de San Jeronimo,"$ 6,700,000",3,335,"Villa San Jeronimo, Monterrey",https://www.lamudi.com.mx/casa-en-venta-villas-de-san-jeronimo.html,https://static-mx.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/93116e1bf25e8b.jpg
